,Username,Tweet,Likes,Retweets,No
551,humaspemkotsmg,"Wali Kota Semarang memberikan Penganugerahan Tanda Penghargaan Bidang Kesehatan di Kantor DKK Semarang. Diberikan kepada 13 lembaga atau instansi atas prestasi dan peran serta dalam penanganan Covid-19, baik sebagai lokasi isolasi terpusat, maupun sentra vaksin.
#BergerakBersama https://t.co/wiusdI8qe3",1,0,551
552,Serucoid1,"Bocah SD di Jombang Meninggal Sehari Setelah Vaksin Covid-19, Ini Tanggapan Dinkes Hingga Bupati https://t.co/Ppf6Vnx1iF",0,0,552
553,rumahsakit_ui,"Sahabat RSUI sudah vaksinasi? Adakah reaksi yang timbul setelahnya? atau belum vaksinasi karena khawatir akan timbul reaksinya?

Tidak semua orang yang menerima vaksin COVID-19 mengalami reaksi atau yang disebut Kejadian Ikutan Pasca Imunisasi (KIPI), lho.. https://t.co/EElOSeolhg",0,1,553
554,MHDaily2,Penerima vaksin COVID-19 disarankan mengambil dos penggalak sekurang-kurangnya tiga bulan selepas menerima dos vaksin primer. https://t.co/0ZTqBYXx6n,0,0,554
555,santai_tv,Penerima vaksin COVID-19 disarankan mengambil dos penggalak sekurang-kurangnya tiga bulan selepas menerima dos vaksin primer. https://t.co/A96T1q0vTt,0,0,555
556,HMelinting,Ayo laksana vaksin karna vaksin untuk lindungi diri kita dari virus covid-19 https://t.co/cHoM0UIhBr,0,0,556
557,tribunbanten,"Bambang Kaget Dihentikan Polisi di Jalan RT Hardiwinangun Lebak, Langsung Suntik Vaksin Covid-19
 
https://t.co/mOdV5Tlaz4 via @tribunbanten",0,0,557
558,ipul_Goees,Muhammad Bayu Setiawan (12) meninggal kurang dari 24 jam setelah disuntik vaksin COVID-19 jenis Pfizer dosis pertama. Ini penjelasan Dinas Kesehatan Jombang. https://t.co/LXgFaWy4C9,0,1,558
559,polseksrandakan,"Personil Polsek Srandakan dipimpin Kanit Intelkam Akp Subiyantara laksanakan pengamanan kegiatan Vaksin Covid 19 Dosis 1 untuk anak Usia 6 sd 11 tahun di SD N Koripan, Rabu (29/12/2021). https://t.co/0hAvIVvIex",0,0,559
560,InfoSeJogja,Sebanyak 975 Anak Usia 6-11 Tahun di Sewon Bantul Mendapatkan Suntikan Vaksin Covid-19 https://t.co/KLIk1tZgJz https://t.co/5kGPoxhUrv,0,0,560
561,amien_xkw,"Kalau benar meninggal karena vaksin pfizer, ini sungguh menyakitkan. Alih-alih ingin memperkuat imun terhadap virus covid-19 malah vaksinnya lebih mematikan. https://t.co/BFY3D2G0Nn",0,0,561
562,detikcom,Muhammad Bayu Setiawan (12) meninggal dunia kurang dari 24 jam setelah disuntik vaksin COVID-19 jenis Pfizer dosis pertama. Seperti apa kronologinya? https://t.co/2cZ5zviAvr,55,24,562
563,Ciel_duke,"sorry sebelumnya.. mau nanya nih apakah ada diantara kalian yang punya info soal vaksin Booster untuk manula berbayar? kalo ada yang punya info, mau dong...perlu cari akses vaksin booster Covid-19 buat bokap...",1,6,563
564,anis_sa_ae,"Jangan lengah hanya karena sudah divaksin. Vaksin memang bisa buat percaya diri, tetapi jangan lupa protokol kesehatan tetap ditaati. Sebab, COVID-19 semakin ganas!
#BeraniKetat https://t.co/5lTGHj5Ts9",0,0,564
565,detikcom,Muhammad Bayu Setiawan (12) meninggal kurang dari 24 jam setelah disuntik vaksin COVID-19 jenis Pfizer dosis pertama. Ini penjelasan Dinas Kesehatan Jombang. https://t.co/xgQiOQo0AY,5,9,565
566,PRDepok,"Indonesia Kembali Kedatangan Vaksin Covid-19, Menkominfo: Segera Didistribusikan ke Wilayah yang Membutuhkan https://t.co/JNQve6VOw1",0,0,566
567,XHIndonesia,"Deretan foto berikut mengabadikan proses vaksinasi COVID-19 dosis keempat di Pusat Medis Sheba di Kota Ramat Gan, Israel tengah, pada Selasa (28/12). Israel memulai uji coba vaksin virus korona dosis keempat pada Senin (27/12) https://t.co/fkvBrpjBaJ",0,1,567
568,morodjoyo,"Sebaiknya Pemerintah Segera Hentikan Kebijakan GILA. 
Pemaksaan Vaksinasi COVID 19.

Gunanya.. Jika Vaksin Error.. 
Tidak Justru Jadi Beban Negara ( Pemerintah). 

Kembali kan Vaksin.. Ber Sifat SUKARELA 

Sesuai UU Kesehatan. 

#StopMandatoryVaksin",1,0,568
569,HumasCiputat,"pelaksanaan kegiatan vaksinasi COVID-19 bagi anak-anak usia 6-11 tahun Hari Rabu, 29 Desember 2021 Jam 08.00 Wib lokasi SDN.02 Kp Bulak Rt 02/09
Kel Serua Kec.Ciputat  Kota. Tangsel.
 dengan target  300 anak tervaksin Jenis Vaksin sinovac https://t.co/tXJDwRYbWA",0,0,569
570,__anomali__,@MalaKlose iya betul...  alhamdulillah sudah sepedahan lagi barusan kulihat. Tapi anak gua ... tetap HARAM VAKSIN COVID-19 🤣😎🥰,2,0,570
571,__anomali__,"@umay_patria mending kalo memang ""benar"" ada istilah ""monopoli kebenaran""
lha ini SALAH... NALAR VAKSIN COVID-19 itu SALAH... 

NO REASON - NONSENSE 

Sembuh Tanpa Obat &gt; 98% ... 2% masuk RS, minoritas meninggal terutama lansia dan komorbid, dan 100% harus Vaksin ???? gak faham saya",10,1,571
572,ThaminahNaila,"Banjir di Brasil Tewaskan 20 Orang, Rusak Stok Vaksin Covid-19",0,0,572
573,st_nurjanahh,"Ada beberapa orang yang memang tidak boleh vaksin Covid 19 karena alasa medis dan berdasarkan petunjuk teknis resmi dari Kementerian Kesehatan RI. Jadi akan lebih baik jika mengurangi mobilitas dan bepergian untuk hal yang mendesak

 #BeraniKetat https://t.co/mbJPNwfaNd",1,0,573
574,st_nurjanahh,"Ketika sudah di vaksin, kita juga tetap harus mewaspadai gejala COVID-19, terutama jika pernah berada di sekitar orang yang sedang sakit. Jika ditemukan  gejalanya, akan lebih baik lekas memeriksakan diri dan beristirahat di rumah.

 #BeraniKetat",1,0,574
575,jpnncom,"Kementerian Komunkiasi dan Informatika menyebut, media sosial di Facebook menjadi gudang persebaran konten hoaks vaksin Covid-19. #Facebook https://t.co/XMQpY535A8",2,0,575
576,SonoraFM92,16.20 #BeritaSONORA - Dokter Reisa: Pengguna Transportasi Umum Harus Sudah Vaksin Covid-19 Lengkap https://t.co/tMC9lcq4B3 via @tribunnews,0,0,576
577,weningts,Vaksin nggak akan membuat kita 100 persen kebal seperti Superman terhadap virus Covid-19.  #BeraniKetat,0,0,577
578,tribunnews,Dokter Reisa: Pengguna Transportasi Umum Harus Sudah Vaksin Covid-19 Lengkap https://t.co/NDfKmkugJV via @tribunnews,1,0,578
579,Naqiyyah_Syam,"Segera download aplikasi PeduliLindungi. Manfaat Aplikasi PeduliLindungi :
1. Memberikan peringatan pada pengguna
2. Pengawasan (surveillance)
3. Mengunduh sertifikat vaksin
4. Informasi hasil tes COVID-19
5. Sebagai bukti untuk mengakses layanan publik

#BeraniKetat https://t.co/MbW3uRAmQM",0,0,579
580,KATADATAcoid,"Isu vaksin Covid-19 adalah senjata biologis untuk depopulasi manusia kerap beredar di masyarakat. Faktanya, vaksin terbukti mampu mengurangi risiko kematian yang disebabkan virus corona. #CekFaktaVaksin
 https://t.co/hI354g2xn5",1,0,580
581,YaPEIM_Official,"KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular.

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluarga tersayang.

Sumber - KKM

#YaPEIM https://t.co/TEXCWhvB8j",0,1,581
582,st_nurjanahh,"Sedih ya, dan pasti rasanya begitu melelahkan karena pandemi ini belum sepenuhnya berakhir.
Sejauh ini pemerintah pun sudah mensosialisasikan pemberian vaksin untuk menekan angka penularan Covid-19

#BeraniKetat https://t.co/CWSWMBOIhz",1,0,582
583,Ria_Bilqis,"Vaksin perlindungan dari dalam. Penularan tetap bisa terjadi jika kita tak taat prokes. Jadi harus vaksin dan tetap taat prokes nya. Ini koentci untuk melawan covid 19. 
#BeraniKetat",2,0,583
584,ginabicara,"Jika terdesak untuk berpergian, pastikan udh vaksin Covid-19 lengkap/full dn jgn lupa tes antigen atau PCR swab #BeraniKetat https://t.co/Ffs3aL9AGn",0,0,584
585,Ria_Bilqis,"Meskipun sudah vaksin jangan lupa prokes tetap ditaati BB ya guys . 
Sudah banyak korban covid 19 kita harus selalu waspada dan #BeraniKetat https://t.co/5WUBi2jW2j",2,1,585
586,sikumbang_u,"jangan sampai tertipu sama rasa aman palsu Karena vaksin, tetap harus jaga diri jauhi kerumunan patuhi protokol kesehatan yang ketat karena covid-19 masih mengintai

#BeraniKetat https://t.co/3fH9NLKTBt",15,11,586
587,Susierna,"Menurut penelitian Dr Craig Sponsor dari RS di Manhattan, gejala yang muncul akibat Omicron tergantung pada jenis vaksin yang pernah diambil, apakah ada booster-nya atau tidak. Jika tidak pernah vaksin, gejalanya langsung berat. Memang varian supernya Covid-19 #BeraniKetat",4,1,587
588,sikumbang_u,"#BeraniKetat
bagi yang sudah divaksin jangan sampai terlalu pede....

  Karena vaksin bukan untuk kebal terhadap covid-19
akan tetapi untuk proteksi diri dari virus covid-19 https://t.co/zc8bAxjX4A",1,0,588
589,kumparan,"Dalam video tersebut netizen terhibur dan merasa kagum, karena seorang polisi melakukan sosialisasi vaksin COVID-19 dengan bahasa yang berbeda dari biasanya. #publisherstory https://t.co/1UZTiup5Bo",2,0,589
590,Naqiyyah_Syam,"Foto kanan itu impian, tapi sebelah kiri itu kenyataan. Iyes, pengennya bisa jalan2, mudik dan ke tempat wisata saat liburan Nataru. Nyatanya,  walau udah vaksin lengkap bukan berarti kebal ya dengan Covid-19. Ngeri kalau berubah masuk RS karena tertular Omicron #BeraniKetat https://t.co/r1pq1nPfuL",0,0,590
591,april_hamsa,"Baru tahu kalau di kabupaten Bogor belum tersedia vaksin Covid-19 utk anak usia 6-11 tahun, soalnya vaksin dewasanya blm mencapai 70%.
Untung kmrn dapat info kalau di kota Bogor bisa numpamg vaksin dgn KTP nasional

Rabu
https://t.co/e23BNfTUDX",0,0,591
592,Naraera1,"Bagi kamu yang sudah divaksin,  jangan merasa kebal Ya.. 

Karena vaksin bukan untuk kebal dari covid-19
#BeraniKetat https://t.co/oWoKxAudfo",1,0,592
593,ginabicara,"Meskipun skg byk yg jumawa, krn ngerasa udh vaksin, kasus Covid-19 udh turun. Wow sadar ya! Bukan gitu konsepnya #BeraniKetat dengan prokes https://t.co/YhqJxsJMcI",0,0,593
594,HumasWotu,""" Ayo kita semua seluruh lapisan masyarakat untuk di Vaksin Covid-19 agar kita tidak mudah tertular dari penyebaran Virus Covid-19 agar kita semua tetap sehat. https://t.co/DVFBLB7gID",0,0,594
595,siwiragils,"meskipun kita sudah di vaksin tetap harus jaga diri dan terus menerapkan prokes karena covid-19 ini masih ngeri banget

#BeraniKetat https://t.co/wi64rwQsDL",0,0,595
596,beritacovid,"#AS Sumbang Tambahan 3,3 Juta Dosis Vaksin Covid-19 untuk Indonesia - Okezone #Covid #Covid19 https://t.co/55ExzIQIZn",0,0,596
597,beritacovid,"#Mulai Januari 2022 Vaksin Booster COVID-19 Dikenakan Biaya, Ini Rincian Harganya Bun - HaiBunda #Covid #Covid19 https://t.co/nkxc5x6nr2",0,0,597
598,HumasWotu,""" Mari kita seluruh lapisan masyarakat untuk mengikuti Vaksin Covid-19 agar kita dapat terhindar dari penularan virus Covid-19. https://t.co/sAPBejjqqv",0,0,598
599,catatankaqihati,"Teman2, yuk ajak putra putrinya tuk vaksin covid 19.
Karena # sudah waktunya vaksin covid 19 bagi putra putri usia 6-11 tahun.
Segera bawa ke sentra vaksin terdekat agar terlindungi dr covid 19 https://t.co/WXlccH8N0o",19,17,599
600,sikumbang_u,"bagi yang sudah divaksin tetap patuhi protokol kesehatan yang tetap yaa... 

 Karena vaksin bukan untuk kebal dari covid-19 https://t.co/3DdjeSfJGq",1,1,600
601,kumparan,"Dengan pengiriman ini, total bantuan vaksin COVID-19 yang diberikan oleh AS untuk Indonesia mencapai 28 juta dosis. #kumparanNEWS https://t.co/lMdgBURVSZ",1,2,601
602,medcom_id,"Indonesia Kembali dapat Kiriman 3,3 Juta Dosis Vaksin Covid-19 dari AS https://t.co/q7BTbYh8Ox",1,0,602
603,Vendra_Deje,Memang bukan otamatis kebal sih. Tapi vaksin adalah bagian yg sangat penting sbg mekanisme benteng tubuh dari dalam dari dampak terburuk akibat terpapar Covid-19. #BeraniKetat https://t.co/PPE3FYa7A0,1,0,603
604,Naqiyyah_Syam,"Emang sih ada yang enggak bisa vaksin karena alasan medis. Ini sebaiknya di rumah aja. Biar tetap terlindungi  dari penularan Omicron varian baru dari Covid-19. 
#BeraniKetat https://t.co/Xt7uYvXEPo",0,1,604
605,google_foto,"#Banjir Hantam Brasil Tewaskan 20 Orang dan 358 Terluka, Vaksin Covid-19 Hancur Terendam - Okezone https://t.co/mLAFPNkdJt #gambar",0,0,605
606,Naqiyyah_Syam,"Soalnya, di luar sana juga bahaya mengintai dengan banyak Covid-19 dan juga varian barunya! Serem deh! Walau udah vaksin lengkap, jangan lupa prokes!
#BeraniKetat https://t.co/eTPifwzh2Z",0,0,606
607,Naraera1,"Kalaupun kita sudah di vaksin, kita bukan berarti kebal dari covid 19 ...

makanya kita harus tetap menahan diri dulu dan tetap patuhi protokol kesehatan di masa pandemi
#BeraniKetat https://t.co/QwUkNYERXG",1,0,607
608,sumberkini,".@WHO Wilayah Pasifik Barat zahirkan perhargaan kepada negara-negara yang mendermakan vaksin Covid-19 kepada negara Kemboja melalui inisiatif Covax. @faridahisa208

Berita penuh di: https://t.co/VHs5NmQjS3 https://t.co/0xXbm9O2hI",0,0,608
609,Naraera1,"Perlu diingat bahwa vaksin adalah proteksi diri dari dampak penularan covid 19 dan tetap patuhi protokol kesehatan yang ketat

Kita tidak boleh lengah terhadap ancaman covid-19
#BeraniKetat https://t.co/gCctF6pqbC",1,0,609
610,arhdat_tanjung,"Maukah anak kita gara-gara Vaksin sejak dini sudah menderita...?
Delapan Anak Berusia 5 hingga 11 Tahun Alami Radang Jantung Setelah Divaksin Covid-19 - https://t.co/K10FPYE8dE",0,0,610
611,Naraera1,"Bagi yang belum di vaksin, segerala divaksin

 dan kalaupun sudah divaksin bukan Berarti kebal dari covid-19 tetap patuhi protokol kesehatannya ya!!
#BeraniKetat https://t.co/PdpaAmjquV",7,6,611
612,widisaja89,"Kombinasi untuk melawan dari serangan virus covid-19. Vaksin dan prokes ketat.
#BeraniKetat https://t.co/EnTlM9XpQr",3,2,612
613,Revenge00810455,"#BeraniKetat 

Jangan bebal, sudah vaksin nggak berarti kebal covid-19. https://t.co/eoqP6MJxW7",7,5,613
614,polrespasaman,"Kapolda Sumatera Barat Tinjau Gebyar Vaksin Sumdarsin di Wilayah Hukum Polres Pasaman 
---------------------------------------
Ayo Segera Vaksinasi dan Selalu Disiplin 5M
Bersama Kita Cegah Penyebaran Covid-19
Polri mengajak masyarakat untuk selalu mematuhi protokol kesehatan https://t.co/sp6zNSvBNN",2,1,614
615,sobatsehatkita,"Pandemi belum berakhir, Covid-19 masih ada. Semua daerah memiliki potensi munculnya gelombang baru, jangan kasih kendor protokol kesehatan ya Sobat Sehat! Pakai masker, rajin cuci tangan, hindari kerumunan, hindari bepergian ke luar negeri, dan jangan lupa vaksin!",0,0,615
616,haibundacom,"Pemerintah pastikan masyarakat dapat akses vaksin COVID-19 dosis ketiga. Namun, booster ini akan dikenakan biaya. Simak rincian harganya di sini, yuk! https://t.co/QukKMwH5AX",0,0,616
617,tribunambonnews,Vaksinasi Covid-19 di Maluku Tengah per 29 Desember: 180 Ribu Warga Sudah Vaksin Dosis Pertama https://t.co/TW1cZPCEBZ,0,0,617
618,SatlantasMoka,"Pastikan anda sudah Vaksin Covid-19 serta mengunduh aplikasi Peduli Lindungi untuk berkunjung ke lokasi wisata
Ayo rek tertib berlalu lintas!
👮‍♂️👮🇲🇨🚦
Stop Pelanggaran!✋
Stop Kecelakaan!✋
Keselamatan untuk kemanusiaan!🙏
#polripresisi
#bersamalawancovid19 
#divisihumaspolri https://t.co/3FdhDDHv0r",2,1,618
619,kerangkapikir,Kelompok Ultra-Ortodoks Israel Mulai Mendapatkan Vaksin COVID-19 https://t.co/WuaDpgmmBm,0,0,619
620,Ibupedia,"Parents, vaksin untuk anak usia 6-11 tahun sudah ada nihh. Udah siapkan si kecil, belum?

Anak Ibumin masih balita nih, jadi masih harap-harap cemas sabar menanti semoga ada secercah harapan untuk perlindungan balita agar terhindar penularan virus Covid-19 😁 https://t.co/w9f2qZQixs",0,0,620
621,ariestarico2,"Sudah dimulai pemberian vaksin covid 19 bagi anak-anak usia 6-11 tahun.

Pemberian vaksin bagi anak bertujuan melindungi mereka dari paparan Covid-19 dan memberikan keamanan saat melaksanakan pembelajaran tatap muka. https://t.co/LCzL19TPJW",21,19,621
622,mat4g13,"RT @KKMPutrajaya: KKM menyarankan kepada semua untuk menangguhkan perjalanan ke negara-negara yang berisiko tinggi berikutan varian Omicron yang kian menular. 

Dapatkan vaksin COVID-19 termasuk dos penggalak sebagai usaha kita melindungi diri dan keluar… https://t.co/eeBtp42dUY",0,0,622
623,aiiptu,"Pemerintah Indonesia sudah memulai pemberian vaksin Covid-19 bagi anak-anak usia 6-11 tahun.

Pemberian vaksin bagi anak usia 6-11 tahun ini bertujuan melindungi mereka dari paparan Covid-19 dan memberikan keamanan saat melaksanakan pembelajaran tatap muka (PTM) terbatas. https://t.co/SGs12N4t4d",21,18,623
624,abi_sasaLL,"Pemberian vaksin bagi anak usia 6-12 tahun ini bertujuan melindungi mereka dari paparan Covid-19 dan memberikan keamanan saat melaksanakan PTM terbatas.
mendapatkan vaksin Covid-19 Secara tidak sudah turut menjaga lingkungan terdekat dari virus Covid-19. https://t.co/FadEu1DDs0",18,16,624
625,riea_mariska86,"Vaksinasi Covid -19 mampu memberikan perlindungan yang aman dan efektif terhadap virus penyebab Covid-19, sehingga melindungi anak tertular Covid-19.

Selain itu, mendapatkan vaksin Covid -19 juga akan membantu mencegah mereka dari sakit parah bahkan jika mereka terkena Covid-19. https://t.co/zZzOayc8D1",20,18,625
626,forjakeu,"Dengan adanya vaksinasi tentu saja sangat penting untuk mengantisipasi berkembangnya varian baru Omicron di Indonesia.

Maka dari itu kita wajib vaksin krn sangat penting demi terwujudnya herd imunity sehingga penularan Covid-19 varian baru bisa dicegah &amp; jangan lupa jaga prokes. https://t.co/ULHzK1OvAd",18,17,626
627,tvOneNews,"Bocah SD di Jombang Meninggal Usai Vaksin Covid-19, Dinkes Telusuri Riwayat Kesehatan Korban https://t.co/X3d04ZeKhg",780,444,627
628,kotajakpus,"Vaksinasi ini dilakukan dengan tujuan untuk mendorong tercapainya herd immunity pada anak-anak (peserta didik) di masa pandemi Covid-19.

Salah satu peserta vaksin, Nizam yang datang diantar dengan orang tuanya mengatakan bahwa vaksinasi ini tidak sakit, jadi jangan takut ya! https://t.co/HMitNvzIsH",2,0,628
629,idntimes,Viral! Seorang Pria Meninggal Usai Disuntik Vaksin COVID 19 di Bima https://t.co/VoNE1wB0nO,1,0,629
630,made_in_INA,"@VFathun Nah ini yg perlu di jelaskan oleh pemerintah, jgn hanya berani ancam klo blm vaksin gak bisa ini itu...giliran ada kasus begini tiba2 pada buang badan semua.

Kami2 pd dasar nya siap dukung program pemerintah utk pencegahan covid-19, asal semua transparan.",5,0,630
631,JeparaPolres,Polres Jepara Jemput Lansia dan Suntikkan Vaksin Covid-19 Guna Percepat Vaksinasi https://t.co/8jwA9Fug1h,0,0,631
632,mnctrijaya,"Agar, Indonesia bisa mendapatkan akses vaksin Covid-19 dengan mudah.

""Pencarian pasokan vaksin mulanya menyasar para lembaga dunia, seperti Badan Kesehatan Dunia (WHO), Organisasi Pendanaan Anak PBB (UNICEF), Bank Dunia, hingga Bank Pembangunan Asia (ADB),""",0,0,632
633,mnctrijaya,"Menteri Keuangan (Menkeu) Sri Mulyani bercerita pengalamannya mengejar pasokan vaksin covid-19. Demi mendapat stok vaksin covid-19, Sri Mulyani ke berbagai lembaga dunia hingga yayasan sosial seperti Bill dan Melinda Gates Foundation pada masa awal pandemi. https://t.co/NKxtz1tYaQ",0,0,633
634,hypeabisid,Benarkah Vaksin Covid-19 Tidak Efektif Melawan Omicron? Simak Penjelasan Ini https://t.co/8UegqexKGK https://t.co/UHH3rGRQvG,0,0,634
635,jawapos,Forum Umat Muslim Minta Kemenkes Vaksin Halal untuk Tangani Covid-19 https://t.co/XjNNXVLwmJ,2,0,635
636,13_bener,"Kita berharap setelah di vaksin, imun tubuh kita semakin meningkat.
Sehingga hal buruk terpapar virus Covid-19 bisa di minimalisir.

#pendamdiponegoro #kodimpurworejo https://t.co/5oUCyDEydN",0,0,636
637,KATADATAcoid,"Menteri Kesehatan Budi Gunadi Sadikin mengatakan, kemudahan pasokan vaksin Covid-19 di Indonesia berkat Menteri Luar Negeri Retno Marsudi dan Menteri Keuangan Sri Mulyani.

https://t.co/NVvi4hT1bB",3,0,637
638,kemkominfo,"Badan Pengawas Obat dan Makanan Indonesia sudah memberikan izin penggunaan darurat pada 10 jenis vaksin COVID-19, yakni Sinovac, AstraZeneca, Sinopharm, Moderna, Pfizer, Novavax, Sputnik-V, Janssen, Convidencia, dan Zifivax.

#IndonesiaBangkit https://t.co/4JOIdJKipd",13,7,638
639,UKASSarawak,"PROGRAM VAKSINASI COVID-19 PEJABAT KESIHATAN DAERAH MARUDI

Pusat Pemberian Vaksin (PPV) Marudi akan ditutup mulai 30 Disember 2021 hingga 2 Januari 2022 dan akan dibuka semula pada 3 Januari 2022. 

#UKASnews https://t.co/GrEj1Nqc4z",0,1,639
640,Polantastgms,"Pengawalan Pendistribusian Vaksin Covid-19 (Distribusi Dinkes Prov. Bengkulu) Dari Perbatasan Pugung Kab. Tanggamus s.d. Perbatasan Pesisir Barat
. https://t.co/nXNHrROdYS",0,0,640
641,mnctrijaya,"""Selain sejumlah persyaratan yang harus dipenuhi dari sisi berkas, penumpang juga akan diukur suhu tubuh saat pengecekan tiket. Jika suhu tubuh diatas 37,3 derajat maka penumpang tidak diizinkan berangkat meskipun berkas persyaratan vaksin dan pemeriksaan Covid 19 telah lengkap",0,0,641
